windspeed; power
0,13448367937531813; -2,6721078932278033
0,4530505614096927; -2,6721078932278033
0,7716174434440672; -2,6721078932278033
1,0901843254784414; -2,6721078932278033
1,4087512075128155; -2,6721078932278033
1,7273180895471905; -2,6721078932278033
2,0458849715815646; -2,6721078932278033
2,3644518536159387; -1,7469125422721845
2,6830187356503137; 22,308166582590275
3,001585617684688; 56,54039456797091
3,320152499719062; 98,17418536100195
3,638719381753436; 148,13473431263856
3,957286263787811; 206,42204142288165
4,275853145822185; 274,8864973936438
4,567872787687028; 338,16985939905044
4,8333451893823405; 407,0043935101944
5,072270350908121; 473,34090017375684
5,284648272264371; 538,5671724161716
5,497026193620621; 607,9568237378899
5,709404114976869; 681,5098541389107
5,895234796163588; 748,586517083238
6,054518237180775; 813,3501916501746
6,213801678197963; 879,9642569190237
6,37308511921515; 946,5783221878733
6,532368560232338; 1015,0427781586345
6,6916520012495235; 1090,9087969370462
6,850935442266711; 1170,4755971192826
6,983671643114367; 1238,0148577390883
7,1164078439620235; 1311,1052904646313
7,275691284979211; 1399,9240441564302
7,4349747259963985; 1488,7427978482292
7,583639270945773; 1566,0891291881708
7,700447127691709; 1643,2504214579208
7,806636088369834; 1709,86448672677
7,912825049047959; 1786,6557008561379
8,019014009726085; 1855,5827545023778
8,12520297040421; 1933,2991639827019
8,231391931082335; 2011,015573463026
8,33758089176046; 2088,73198294335
8,443769852438582; 2166,448392423674
8,549958813116707; 2251,10376703617
8,656147773794832; 2339,9225207279687
8,762336734472957; 2428,7412744197677
8,868525695151082; 2517,5600281115667
8,974714655829207; 2606,3787818033657
9,080903616507332; 2704,912086680205
9,187092577185457; 2803,445391557045
9,293281537863582; 2899,203110381015
9,399470498541707; 2997,736415257855
9,48796129910681; 3070,826847983398
9,611848419897957; 3157,795210973284
9,744584620745613; 3233,661229751696
9,877320821593269; 3309,527248530107
10,11624598311905; 3370,590141693219
10,434812865153422; 3372,4405323951314
10,753379747187797; 3372,4405323951314
11,071946629222172; 3372,4405323951314
11,390513511256547; 3372,4405323951314
11,709080393290922; 3372,4405323951314
12,027647275325293; 3372,4405323951314
12,346214157359668; 3372,4405323951314
12,664781039394043; 3372,4405323951314
12,983347921428418; 3372,4405323951314
13,301914803462793; 3372,4405323951314
13,620481685497168; 3372,4405323951314
13,939048567531543; 3372,4405323951314
14,257615449565918; 3372,4405323951314
14,57618233160029; 3372,4405323951314
14,894749213634665; 3372,4405323951314
15,21331609566904; 3372,4405323951314
15,531882977703415; 3372,4405323951314
15,85044985973779; 3372,4405323951314
16,16901674177216; 3372,4405323951314
16,487583623806536; 3372,4405323951314
16,80615050584091; 3372,4405323951314
17,124717387875286; 3372,4405323951314
17,44328426990966; 3372,4405323951314
17,761851151944036; 3372,4405323951314
18,080418033978408; 3372,4405323951314
18,398984916012783; 3372,4405323951314
18,717551798047158; 3372,4405323951314
19,036118680081533; 3372,4405323951314
19,354685562115908; 3372,4405323951314
19,673252444150283; 3372,4405323951314
19,991819326184654; 3372,4405323951314
20,31038620821903; 3372,4405323951314
20,628953090253404; 3372,4405323951314
20,94751997228778; 3372,4405323951314
21,266086854322154; 3372,4405323951314
21,584653736356525; 3372,4405323951314
21,9032206183909; 3372,4405323951314
22,221787500425275; 3372,4405323951314
22,54035438245965; 3372,4405323951314
22,858921264494025; 3372,4405323951314
23,1774881465284; 3372,4405323951314
23,496055028562772; 3372,4405323951314
23,814621910597147; 3372,4405323951314
24,133188792631522; 3372,4405323951314
24,451755674665897; 3372,4405323951314
24,770322556700272; 3372,4405323951314
25,009247718226053; 3346,535062568357
25,035794958395584; 3272,5194344918577
25,035794958395584; 3205,905369223008
25,035794958395584; 3139,291303954159
25,035794958395584; 3072,67723868531
25,035794958395584; 3008,8387594693295
25,097738518791154; 2928,346763936137
25,088889438734647; 2845,0791823500754
25,088889438734647; 2778,465117081226
25,088889438734647; 2711,8510518123767
25,10216305881941; 2629,97126325275
25,14198391907371; 2550,8670607459912
25,14198391907371; 2484,252995477142
25,14198391907371; 2417,638930208293
25,14198391907371; 2351,0248649394434
25,168531159243237; 2273,3084554591196
25,19507839941277; 2195,592045978796
25,19507839941277; 2128,9779807099467
25,19507839941277; 2062,363915441097
25,19507839941277; 1995,749850172248
25,2216256395823; 1918,033440691924
25,24817287975183; 1840,3170312116
25,24817287975183; 1773,7029659427506
25,24817287975183; 1707,0889006739014
25,24817287975183; 1640,474835405052
25,261446499836598; 1558,5950468454253
25,301267360090893; 1485,042016444404
25,301267360090893; 1418,4279511755549
25,301267360090893; 1351,8138859067058
25,301267360090893; 1285,1998206378566
25,31454098017566; 1200,5444460253607
25,354361840429956; 1124,2158295714707
25,354361840429956; 1057,6017643026216
25,354361840429956; 990,9876990337725
25,354361840429956; 924,3736337649234
25,367635460514723; 842,4938452052961
25,40745632076902; 763,389642698538
25,40745632076902; 696,7755774296884
25,40745632076902; 630,1615121608393
25,40745632076902; 563,5474468919901
25,43400356093855; 485,83103741166633
25,46055080110808; 408,11462793134206
25,46055080110808; 341,50056266249294
25,46055080110808; 274,8864973936438
25,46055080110808; 208,27243212479425
25,487098041277612; 130,55602264447043
25,504796201390636; 38,03648754884671
25,67292872246433; -2,6721078932278033
25,991495604498706; -2,6721078932278033
26,31006248653308; -2,6721078932278033
26,628629368567456; -2,6721078932278033
26,94719625060183; -2,6721078932278033
27,265763132636202; -2,6721078932278033
27,584330014670577; -2,6721078932278033
27,902896896704952; -2,6721078932278033
28,221463778739327; -2,6721078932278033
28,540030660773702; -2,6721078932278033
28,858597542808074; -2,6721078932278033
29,17716442484245; -2,6721078932278033
29,495731306876824; -2,6721078932278033
29,8142981889112; -2,6721078932278033
30,132865070945574; -2,6721078932278033
30,45143195297995; -2,6721078932278033
30,769998835014324; -2,6721078932278033
31,0885657170487; -2,6721078932278033
31,407132599083074; -2,6721078932278033
31,72569948111744; -2,6721078932278033
32,04426636315181; -2,6721078932278033
32,36283324518619; -2,6721078932278033
32,68140012722056; -2,6721078932278033
32,99996700925494; -2,6721078932278033
33,31853389128931; -2,6721078932278033
33,63710077332369; -2,6721078932278033
33,95566765535806; -2,6721078932278033
34,27423453739244; -2,6721078932278033
34,59280141942681; -2,6721078932278033
34,88482106129165; -2,6721078932278033
